Product Id,Product Handle,Product Title,Product Status,Product Description,Product Subtitle,Product External Id,Product Thumbnail,Product Collection Id,Product Type Id,Product Created At,Product Deleted At,Product Discountable,Product Height,Product Hs Code,Product Image 1,Product Image 2,Product Image 3,Product Image 4,Product Is Giftcard,Product Length,Product Material,Product Mid Code,Product Origin Country,Product Sales Channel 1,Product Updated At,Product Weight,Product Width,Variant Id,Variant Title,Variant Sku,Variant Upc,Variant Ean,Variant Hs Code,Variant Mid Code,Variant Manage Inventory,Variant Allow Backorder,Variant Barcode,Variant Created At,Variant Deleted At,Variant Height,Variant Length,Variant Material,Variant Metadata,Variant Option 1 Name,Variant Option 1 Value,Variant Option 2 Name,Variant Option 2 Value,Variant Origin Country,Variant Price EUR,Variant Price USD,Variant Product Id,Variant Updated At,Variant Variant Rank,Variant Weight,Variant Width
prod_01JWE4WHSZSQ1SH2SFY00NJ3Z2,t-shirt,Medusa T-Shirt,published,"Reimagine the feeling of a classic T-shirt. With our cotton T-shirts, everyday essentials no longer have to be ordinary.",,,https://medusa-public-images.s3.eu-west-1.amazonaws.com/tee-black-front.png,,,2025-05-29T13:49:41.587Z,,true,,,https://medusa-public-images.s3.eu-west-1.amazonaws.com/tee-black-front.png,https://medusa-public-images.s3.eu-west-1.amazonaws.com/tee-black-back.png,https://medusa-public-images.s3.eu-west-1.amazonaws.com/tee-white-front.png,https://medusa-public-images.s3.eu-west-1.amazonaws.com/tee-white-back.png,false,,,,,sc_01JWE4W4MXZC0QQ0MD6ANX2KQB,2025-05-29T13:49:41.587Z,400,,variant_01JWE4WHZV5N86P0JW23S1RXXG,M / Black,SHIRT-M-BLACK,,,,,true,false,,2025-05-29T13:49:41.768Z,,,,,,Size,M,Color,Black,,10,15,prod_01JWE4WHSZSQ1SH2SFY00NJ3Z2,2025-05-29T13:49:41.768Z,0,,
prod_01JWE4WHSZSQ1SH2SFY00NJ3Z2,t-shirt,Medusa T-Shirt,published,"Reimagine the feeling of a classic T-shirt. With our cotton T-shirts, everyday essentials no longer have to be ordinary.",,,https://medusa-public-images.s3.eu-west-1.amazonaws.com/tee-black-front.png,,,2025-05-29T13:49:41.587Z,,true,,,https://medusa-public-images.s3.eu-west-1.amazonaws.com/tee-black-front.png,https://medusa-public-images.s3.eu-west-1.amazonaws.com/tee-black-back.png,https://medusa-public-images.s3.eu-west-1.amazonaws.com/tee-white-front.png,https://medusa-public-images.s3.eu-west-1.amazonaws.com/tee-white-back.png,false,,,,,sc_01JWE4W4MXZC0QQ0MD6ANX2KQB,2025-05-29T13:49:41.587Z,400,,variant_01JWE4WHZVXNS3JACXH1KVPRX4,M / White,SHIRT-M-WHITE,,,,,true,false,,2025-05-29T13:49:41.768Z,,,,,,Size,M,Color,White,,10,15,prod_01JWE4WHSZSQ1SH2SFY00NJ3Z2,2025-05-29T13:49:41.768Z,0,,
prod_01JWE4WHSZSQ1SH2SFY00NJ3Z2,t-shirt,Medusa T-Shirt,published,"Reimagine the feeling of a classic T-shirt. With our cotton T-shirts, everyday essentials no longer have to be ordinary.",,,https://medusa-public-images.s3.eu-west-1.amazonaws.com/tee-black-front.png,,,2025-05-29T13:49:41.587Z,,true,,,https://medusa-public-images.s3.eu-west-1.amazonaws.com/tee-black-front.png,https://medusa-public-images.s3.eu-west-1.amazonaws.com/tee-black-back.png,https://medusa-public-images.s3.eu-west-1.amazonaws.com/tee-white-front.png,https://medusa-public-images.s3.eu-west-1.amazonaws.com/tee-white-back.png,false,,,,,sc_01JWE4W4MXZC0QQ0MD6ANX2KQB,2025-05-29T13:49:41.587Z,400,,variant_01JWE4WHZWGY58PKTMKAM79EEK,L / Black,SHIRT-L-BLACK,,,,,true,false,,2025-05-29T13:49:41.768Z,,,,,,Size,L,Color,Black,,10,15,prod_01JWE4WHSZSQ1SH2SFY00NJ3Z2,2025-05-29T13:49:41.768Z,0,,
prod_01JWE4WHSZSQ1SH2SFY00NJ3Z2,t-shirt,Medusa T-Shirt,published,"Reimagine the feeling of a classic T-shirt. With our cotton T-shirts, everyday essentials no longer have to be ordinary.",,,https://medusa-public-images.s3.eu-west-1.amazonaws.com/tee-black-front.png,,,2025-05-29T13:49:41.587Z,,true,,,https://medusa-public-images.s3.eu-west-1.amazonaws.com/tee-black-front.png,https://medusa-public-images.s3.eu-west-1.amazonaws.com/tee-black-back.png,https://medusa-public-images.s3.eu-west-1.amazonaws.com/tee-white-front.png,https://medusa-public-images.s3.eu-west-1.amazonaws.com/tee-white-back.png,false,,,,,sc_01JWE4W4MXZC0QQ0MD6ANX2KQB,2025-05-29T13:49:41.587Z,400,,variant_01JWE4WHZY5ZDDPREV76W05WGS,L / White,SHIRT-L-WHITE,,,,,true,false,,2025-05-29T13:49:41.768Z,,,,,,Size,L,Color,White,,10,15,prod_01JWE4WHSZSQ1SH2SFY00NJ3Z2,2025-05-29T13:49:41.768Z,0,,
prod_01JWE4WHSZSQ1SH2SFY00NJ3Z2,t-shirt,Medusa T-Shirt,published,"Reimagine the feeling of a classic T-shirt. With our cotton T-shirts, everyday essentials no longer have to be ordinary.",,,https://medusa-public-images.s3.eu-west-1.amazonaws.com/tee-black-front.png,,,2025-05-29T13:49:41.587Z,,true,,,https://medusa-public-images.s3.eu-west-1.amazonaws.com/tee-black-front.png,https://medusa-public-images.s3.eu-west-1.amazonaws.com/tee-black-back.png,https://medusa-public-images.s3.eu-west-1.amazonaws.com/tee-white-front.png,https://medusa-public-images.s3.eu-west-1.amazonaws.com/tee-white-back.png,false,,,,,sc_01JWE4W4MXZC0QQ0MD6ANX2KQB,2025-05-29T13:49:41.587Z,400,,variant_01JWE4WJ00XDAAKG173P7CAMFC,XL / Black,SHIRT-XL-BLACK,,,,,true,false,,2025-05-29T13:49:41.768Z,,,,,,Size,XL,Color,Black,,10,15,prod_01JWE4WHSZSQ1SH2SFY00NJ3Z2,2025-05-29T13:49:41.768Z,0,,
prod_01JWE4WHSZSQ1SH2SFY00NJ3Z2,t-shirt,Medusa T-Shirt,published,"Reimagine the feeling of a classic T-shirt. With our cotton T-shirts, everyday essentials no longer have to be ordinary.",,,https://medusa-public-images.s3.eu-west-1.amazonaws.com/tee-black-front.png,,,2025-05-29T13:49:41.587Z,,true,,,https://medusa-public-images.s3.eu-west-1.amazonaws.com/tee-black-front.png,https://medusa-public-images.s3.eu-west-1.amazonaws.com/tee-black-back.png,https://medusa-public-images.s3.eu-west-1.amazonaws.com/tee-white-front.png,https://medusa-public-images.s3.eu-west-1.amazonaws.com/tee-white-back.png,false,,,,,sc_01JWE4W4MXZC0QQ0MD6ANX2KQB,2025-05-29T13:49:41.587Z,400,,variant_01JWE4WJ01H24PEXF2M17PVQBK,XL / White,SHIRT-XL-WHITE,,,,,true,false,,2025-05-29T13:49:41.768Z,,,,,,Size,XL,Color,White,,10,15,prod_01JWE4WHSZSQ1SH2SFY00NJ3Z2,2025-05-29T13:49:41.768Z,0,,
prod_01JWE4WHT02C21E7H59RYV9FQ2,shorts,Medusa Shorts,published,"Reimagine the feeling of classic shorts. With our cotton shorts, everyday essentials no longer have to be ordinary.",,,https://medusa-public-images.s3.eu-west-1.amazonaws.com/shorts-vintage-front.png,,,2025-05-29T13:49:41.590Z,,true,,,https://medusa-public-images.s3.eu-west-1.amazonaws.com/shorts-vintage-front.png,https://medusa-public-images.s3.eu-west-1.amazonaws.com/shorts-vintage-back.png,,,false,,,,,sc_01JWE4W4MXZC0QQ0MD6ANX2KQB,2025-05-29T13:49:41.590Z,400,,variant_01JWE4WJ05GXPESM7JM2HPY5JX,S,SHORTS-S,,,,,true,false,,2025-05-29T13:49:41.769Z,,,,,,Size,S,,,,10,15,prod_01JWE4WHT02C21E7H59RYV9FQ2,2025-05-29T13:49:41.769Z,0,,
prod_01JWE4WHT02C21E7H59RYV9FQ2,shorts,Medusa Shorts,published,"Reimagine the feeling of classic shorts. With our cotton shorts, everyday essentials no longer have to be ordinary.",,,https://medusa-public-images.s3.eu-west-1.amazonaws.com/shorts-vintage-front.png,,,2025-05-29T13:49:41.590Z,,true,,,https://medusa-public-images.s3.eu-west-1.amazonaws.com/shorts-vintage-front.png,https://medusa-public-images.s3.eu-west-1.amazonaws.com/shorts-vintage-back.png,,,false,,,,,sc_01JWE4W4MXZC0QQ0MD6ANX2KQB,2025-05-29T13:49:41.590Z,400,,variant_01JWE4WJ06D3WYP436MNDWTZ1H,L,SHORTS-L,,,,,true,false,,2025-05-29T13:49:41.769Z,,,,,,Size,L,,,,10,15,prod_01JWE4WHT02C21E7H59RYV9FQ2,2025-05-29T13:49:41.769Z,0,,
prod_01JWE4WHT02C21E7H59RYV9FQ2,shorts,Medusa Shorts,published,"Reimagine the feeling of classic shorts. With our cotton shorts, everyday essentials no longer have to be ordinary.",,,https://medusa-public-images.s3.eu-west-1.amazonaws.com/shorts-vintage-front.png,,,2025-05-29T13:49:41.590Z,,true,,,https://medusa-public-images.s3.eu-west-1.amazonaws.com/shorts-vintage-front.png,https://medusa-public-images.s3.eu-west-1.amazonaws.com/shorts-vintage-back.png,,,false,,,,,sc_01JWE4W4MXZC0QQ0MD6ANX2KQB,2025-05-29T13:49:41.590Z,400,,variant_01JWE4WJ06S4ZCW5NT93PX09QJ,M,SHORTS-M,,,,,true,false,,2025-05-29T13:49:41.769Z,,,,,,Size,M,,,,10,15,prod_01JWE4WHT02C21E7H59RYV9FQ2,2025-05-29T13:49:41.769Z,0,,
prod_01JWE4WHT02C21E7H59RYV9FQ2,shorts,Medusa Shorts,published,"Reimagine the feeling of classic shorts. With our cotton shorts, everyday essentials no longer have to be ordinary.",,,https://medusa-public-images.s3.eu-west-1.amazonaws.com/shorts-vintage-front.png,,,2025-05-29T13:49:41.590Z,,true,,,https://medusa-public-images.s3.eu-west-1.amazonaws.com/shorts-vintage-front.png,https://medusa-public-images.s3.eu-west-1.amazonaws.com/shorts-vintage-back.png,,,false,,,,,sc_01JWE4W4MXZC0QQ0MD6ANX2KQB,2025-05-29T13:49:41.590Z,400,,variant_01JWE4WJ07CMKC2F36M5Q0GDJN,XL,SHORTS-XL,,,,,true,false,,2025-05-29T13:49:41.769Z,,,,,,Size,XL,,,,10,15,prod_01JWE4WHT02C21E7H59RYV9FQ2,2025-05-29T13:49:41.769Z,0,,
